co,route,orig_tc,orig_en,dest_tc,dest_en,orig_sc,dest_sc,data_timestamp
CTB,962A,屯門 (悅湖山莊),Tuen Mun (Yuet Wu Villa),金鐘,Admiralty,屯门 (悅湖山庄),金钟,2020-05-22T05:00:02+08:00
CTB,962B,屯門 (置樂花園),Tuen Mun (Chi Lok Fa Yuen),銅鑼灣 (摩頓台)／金鐘,Causeway Bay (Moreton Terrace) / Admiralty,屯门 (置乐花园),铜锣湾 (摩顿台)／金钟,2020-05-22T05:00:02+08:00
CTB,962C,屯門 (龍門居),Tuen Mun (Lung Mun Oasis),太古 (康怡廣場),Taikoo (Kornhill Plaza),屯门 (龙门居),太古 (康怡广场),2020-05-22T05:00:02+08:00
CTB,962E,掃管笏,So Kwun Wat,太古 (康怡廣場),Taikoo (Kornhill Plaza),扫管笏,太古 (康怡广场),2020-05-22T05:00:02+08:00
CTB,962G,中環 (交易廣場),Central (Exchange Square),屯門 (湖景路),Tuen Mun (Wu King Road),中环 (交易广场),屯门 (湖景路),2020-05-22T05:00:02+08:00
CTB,962N,屯門 (置樂花園),Tuen Mun (Chi Lok Fa Yuen),銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),屯门 (置乐花园),铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,962P,屯門 (龍門居),Tuen Mun (Lung Mun Oasis),銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),屯门 (龙门居),铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,962S,屯門 (置樂花園),Tuen Mun (Chi Lok Fa Yuen),銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),屯门 (置乐花园),铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,962X,屯門 (龍門居),Tuen Mun (Lung Mun Oasis),銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),屯门 (龙门居),铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,967,天水圍 (天恩邨),Tin Shui Wai (Tin Yan Estate),金鐘 (西),Admiralty (West),天水围 (天恩邨),金钟 (西),2020-05-22T05:00:02+08:00
CTB,967S,銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),天水圍 (天恩),Tin Shui Wan (Tin Yan Estate),铜锣湾 (摩顿台),天水围 (天恩),2020-05-22T05:00:02+08:00
CTB,967X,天水圍 (天恩邨),Tin Shui Wai (Tin Yan Estate),銅鑼灣 (經天水圍北),Causeway Bay (via Tin Shui Wai North),天水围 (天恩邨),铜锣湾 (经天水围北),2020-05-22T05:00:02+08:00
CTB,969,天水圍市中心,Tin Shui Wai Town Centre,銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),天水围市中心,铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,969A,天水圍市中心,Tin Shui Wai Town Centre,金鐘,Admiralty,天水围市中心,金钟,2020-05-22T05:00:02+08:00
CTB,969B,天水圍市中心,Tin Shui Wai Town Centre,灣仔,Wan Chai,天水围市中心,湾仔,2020-05-22T05:00:02+08:00
CTB,969C,鰂魚涌,Quarry Bay,天水圍 (天瑞邨),Tin Shui Wai (Tin Shui Estate),鲗鱼涌,天水围 (天瑞邨),2020-05-22T05:00:02+08:00
CTB,969P,天水圍市中心,Tin Shui Wai Town Centre,銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),天水围市中心,铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,969X,天水圍市中心,Tin Shui Wai Town Centre,銅鑼灣 (經天水圍南),Causeway Bay (via Tin Shui Wai South),天水围市中心,铜锣湾 (经天水围南),2020-05-22T05:00:02+08:00
CTB,97,利東邨,Lei Tung Estate,中環 (交易廣場),Central (Exchange Square),利东邨,中环 (交易广场),2020-05-22T05:00:02+08:00
CTB,973,尖沙咀 (麼地道),Tsim Sha Tsui (Mody Road),赤柱市場,Stanley Market,尖沙咀 (么地道),赤柱市场,2020-05-22T05:00:02+08:00
CTB,97A,鴨脷洲大街 / 利東邨,Main Street Ap Lei Chau / Lei Tung Estate,深灣,Sham Wan,鸭脷洲大街 / 利东邨,深湾,2020-05-22T05:00:02+08:00
CTB,98,利東邨,Lei Tung Estate,香港仔 (成都道),Aberdeen (Chengtu Road),利东邨,香港仔 (成都道),2020-05-22T05:00:02+08:00
CTB,981P,馬鞍山 (耀安邨),Ma On Shan (Yiu On Estate),灣仔,Wan Chai,马鞍山 (耀安邨),湾仔,2020-05-22T05:00:02+08:00
CTB,982X,沙田 (愉翠苑),Sha Tin (Yu Chui Court),灣仔,Wan Chai,沙田 (愉翠苑),湾仔,2020-05-22T05:00:02+08:00
CTB,99,海怡半島,South Horizons,筲箕灣,Shau Kei Wan,海怡半岛,筲箕湾,2020-05-22T05:00:02+08:00
CTB,99X,海怡半島,South Horizons,西灣河,Sai Wan Ho,海怡半岛,西湾河,2020-05-22T05:00:02+08:00
CTB,A10,鴨脷洲 (利樂街),Ap Lei Chau (Lee Lok Street),機場,Airport,鸭脷洲 (利乐街),机场,2020-05-22T05:00:02+08:00
CTB,A11,北角碼頭,North Point Ferry Pier,機場 (經港珠澳大橋香港口岸),Airport (via HZMB Hong Kong Port),北角码头,机场 (经港珠澳大桥香港口岸),2020-05-22T05:00:02+08:00
CTB,A11T,北角碼頭,North Point Ferry Pier,機場 (經港珠澳大橋香港口岸),Airport (via HZMB Hong Kong Port),北角码头,机场 (经港珠澳大桥香港口岸),2020-05-22T05:00:02+08:00
CTB,A12,小西灣 (藍灣半島),Siu Sai Wan (Island Resort),機場,Airport,小西湾 (蓝湾半岛),机场,2020-05-22T05:00:02+08:00
CTB,A17,深灣,Sham Wan,機場 (經港珠澳大橋香港口岸),Airport (via HZMB Hong Kong Port),深湾,机场 (经港珠澳大桥香港口岸),2020-05-22T05:00:02+08:00
CTB,A20,紅磡站,Hung Hom Station,機場,Airport,红磡站,机场,2020-05-22T05:00:02+08:00
CTB,A21,紅磡站,Hung Hom Station,機場 (經港珠澳大橋香港口岸),Airport (via HZMB Hong Kong Port),红磡站,机场 (经港珠澳大桥香港口岸),2020-05-22T05:00:02+08:00
CTB,A22,藍田站,Lam Tin Station,機場 (經港珠澳大橋香港口岸),Airport (via HZMB Hong Kong Port),蓝田站,机场 (经港珠澳大桥香港口岸),2020-05-22T05:00:02+08:00
CTB,A23,慈雲山 (北),Tsz Wan Shan (North),機場 (經港珠澳大橋香港口岸),Airport (via HZMB Hong Kong Port),慈云山 (北),机场 (经港珠澳大桥香港口岸),2020-05-22T05:00:02+08:00
CTB,A26,油塘,Yau Tong,機場,Airport,油塘,机场,2020-05-22T05:00:02+08:00
CTB,A26P,油塘,Yau Tong,機場,Airport,油塘,机场,2020-05-22T05:00:02+08:00
CTB,A29,將軍澳 (寶琳),Tseung Kwan O (Po Lam),機場 (經港珠澳大橋香港口岸),Airport (via HZMB Hong Kong Port),将军澳 (宝琳),机场 (经港珠澳大桥香港口岸),2020-05-22T05:00:02+08:00
CTB,A29P,將軍澳站,Tseung Kwan O Station,機場,Airport,将军澳站,机场,2020-05-22T05:00:02+08:00
CTB,AAA,機場 (地面運輸中心),Airport (Ground Transportation Centre),機場 (地面運輸中心),Airport (Ground Transportation Centre),机场 (地面运输中心),机场 (地面运输中心),2020-05-22T05:00:02+08:00
CTB,B3,屯門碼頭,Tuen Mun Ferry Pier,深圳灣口岸,Shenzhen Bay Port,屯门码头,深圳湾口岸,2020-05-22T05:00:02+08:00
CTB,B3A,山景邨,Shan King Estate,深圳灣口岸,Shenzhen Bay Port,山景邨,深圳湾口岸,2020-05-22T05:00:02+08:00
CTB,B3M,深圳灣口岸,Shenzhen Bay Port,屯門站,Tuen Mun Station,深圳湾口岸,屯门站,2020-05-22T05:00:02+08:00
CTB,B3X,屯門市中心,Tuen Mun Town Centre,深圳灣口岸,Shenzhen Bay Port,屯门市中心,深圳湾口岸,2020-05-22T05:00:02+08:00
CTB,B5,港珠澳大橋香港口岸,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port,欣澳站,Sunny Bay Station,港珠澳大桥香港口岸,欣澳站,2020-05-22T05:00:02+08:00
CTB,E11,天后站,Tin Hau Station,機場博覽館,AsiaWorld-Expo,天后站,机场博览馆,2020-05-22T05:00:02+08:00
CTB,E11A,天后站,Tin Hau Station,機場博覽館 (經東涌北),AsiaWorld-Expo (via Tung Chung North),天后站,机场博览馆 (经东涌北),2020-05-22T05:00:02+08:00
CTB,E11S,東涌 (滿東邨),Tung Chung (Mun Tung Estate),天后站,Tin Hau Station,东涌 (满东邨),天后站,2020-05-22T05:00:02+08:00
CTB,E21,大角咀 (維港灣),Tai Kok Tsui (Island Harbourview),機場博覽館,AsiaWorld-Expo,大角咀 (维港湾),机场博览馆,2020-05-22T05:00:02+08:00
CTB,E21A,何文田 (愛民邨),Ho Man Tin (Oi Man Estate),東涌 (逸東邨),Tung Chung (Yat Tung Estate),何文田 (爱民邨),东涌 (逸东邨),2020-05-22T05:00:02+08:00
CTB,E21C,大角咀 (維港灣),Tai Kok Tsui (Island Harbourview),飛機維修區,Aircraft Maintenance Area,大角咀 (维港湾),飞机维修区,2020-05-22T05:00:02+08:00
CTB,E21X,東涌 (滿東邨),Tung Chung (Mun Tung Estate),紅磡站,Hung Hom Station,东涌 (满东邨),红磡站,2020-05-22T05:00:02+08:00
CTB,E22,藍田 (北),Lam Tin (North),機場博覽館,AsiaWorld-Expo,蓝田 (北),机场博览馆,2020-05-22T05:00:02+08:00
CTB,E22A,將軍澳 (康盛花園),Tseung Kwan O (Hong Sing Garden),機場博覽館,AsiaWorld-Expo,将军澳 (康盛花园),机场博览馆,2020-05-22T05:00:02+08:00
CTB,E22C,調景嶺站,Tiu Keng Leng Station,飛機維修區,Aircraft Maintenance Area,调景岭站,飞机维修区,2020-05-22T05:00:02+08:00
CTB,E22P,油塘,Yau Tong,機場博覽館,AsiaWorld-Expo,油塘,机场博览馆,2020-05-22T05:00:02+08:00
CTB,E22S,東涌 (滿東邨),Tung Chung (Mun Tung Estate),將軍澳 (寶琳),Tseung Kwan O (Po Lam),东涌 (满东邨),将军澳 (宝琳),2020-05-22T05:00:02+08:00
CTB,E22X,油塘,Yau Tong,機場博覽館,AsiaWorld-Expo,油塘,机场博览馆,2020-05-22T05:00:02+08:00
CTB,E23,慈雲山 (南),Tsz Wan Shan (South),機場 (地面運輸中心),Airport (Ground Transportation Centre),慈云山 (南),机场 (地面运输中心),2020-05-22T05:00:02+08:00
CTB,E23A,慈雲山 (南),Tsz Wan Shan (South),機場 (經東涌北),Airport (via Tung Chung North),慈云山 (南),机场 (经东涌北),2020-05-22T05:00:02+08:00
CTB,N11,中環 (港澳碼頭),Central (Macau Ferry),機場 (地面運輸中心),Airport (Ground Transportation Centre),中环 (港澳码头),机场 (地面运输中心),2020-05-22T05:00:02+08:00
CTB,N118,小西灣 (藍灣半島),Siu Sai Wan (Island Resort),長沙灣 (深旺道),Cheung Sha Wan (Sham Mong Road),小西湾 (蓝湾半岛),长沙湾 (深旺道),2020-05-22T05:00:02+08:00
CTB,N170,華富 (中),Wah Fu (Central),沙田巿中心,Sha Tin Central,华富 (中),沙田巿中心,2020-05-22T05:00:02+08:00
CTB,N171,鴨脷洲邨,Ap Lei Chau Estate,荔枝角,Lai Chi Kok,鸭脷洲邨,荔枝角,2020-05-22T05:00:02+08:00
CTB,N182,中環 (港澳碼頭),Central (Macau Ferry),沙田 (廣源),Sha Tin (Kwong Yuen),中环 (港澳码头),沙田 (广源),2020-05-22T05:00:02+08:00
CTB,N21,尖沙咀 (天星碼頭),Tsim Sha Tsui (Star Ferry),機場 (地面運輸中心),Airport (Ground Transportation Centre),尖沙咀 (天星码头),机场 (地面运输中心),2020-05-22T05:00:02+08:00
CTB,N21A,尖沙咀 (天星碼頭),Tsim Sha Tsui (Star Ferry),機場 (經逸東邨),Airport (via Yat Tung Estate),尖沙咀 (天星码头),机场 (经逸东邨),2020-05-22T05:00:02+08:00
CTB,N23,慈雲山 (北),Tsz Wan Shan (North),東涌站,Tung Chung Station,慈云山 (北),东涌站,2020-05-22T05:00:02+08:00
CTB,N26,油塘,Yau Tong,東涌站,Tung Chung Station,油塘,东涌站,2020-05-22T05:00:02+08:00
CTB,N29,將軍澳 (康盛花園),Tseung Kwan O (Hong Sing Garden),東涌站,Tung Chung Station,将军澳 (康盛花园),东涌站,2020-05-22T05:00:02+08:00
CTB,N307,上環,Sheung Wan,大埔中心,Tai Po Centre,上环,大埔中心,2020-05-22T05:00:02+08:00
CTB,N619,中環 (港澳碼頭),Central (Macau Ferry),順利邨,Shun Lee Estate,中环 (港澳码头),顺利邨,2020-05-22T05:00:02+08:00
CTB,N681,中環碼頭,Central (Ferry Piers),馬鞍山市中心,Ma On Shan Town Centre,中环码头,马鞍山市中心,2020-05-22T05:00:02+08:00
CTB,N6X,中環 (交易廣場),Central (Exchange Square),赤柱市場,Stanley Market,中环 (交易广场),赤柱市场,2020-05-22T05:00:02+08:00
CTB,N72,華貴邨,Wah Kwai Estate,鰂魚涌 (海澤街),Quarry Bay (Hoi Chak Street),华贵邨,鲗鱼涌 (海泽街),2020-05-22T05:00:02+08:00
CTB,N8X,小西灣 (藍灣半島),Siu Sai Wan (Island Resort),堅尼地城,Kennedy Town,小西湾 (蓝湾半岛),坚尼地城,2020-05-22T05:00:02+08:00
CTB,N90,海怡半島,South Horizons,中環 (港澳碼頭),Central (Macau Ferry),海怡半岛,中环 (港澳码头),2020-05-22T05:00:02+08:00
CTB,N930,荃灣 (愉景新城),Tsuen Wan (Discovery Park),銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),荃湾 (愉景新城),铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,N962,屯門 (龍門居),Tuen Mun (Lung Mun Oasis),銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),屯门 (龙门居),铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,N969,天水圍市中心,Tin Shui Wai Town Centre,銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),天水围市中心,铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,NA10,鴨脷洲 (利樂街),Ap Lei Chau (Lee Lok Street),機場 / 港珠澳大橋香港口岸,Airport / HZMB Hong Kong Port,鸭脷洲 (利乐街),机场 / 港珠澳大桥香港口岸,2020-05-22T05:00:02+08:00
CTB,NA11,北角碼頭,North Point Ferry Pier,機場 / 港珠澳大橋香港口岸,Airport / HZMB Hong Kong Port,北角码头,机场 / 港珠澳大桥香港口岸,2020-05-22T05:00:02+08:00
CTB,NA12,杏花邨,Heng Fa Chuen,機場 / 港珠澳大橋香港口岸,Airport / HZMB Hong Kong Port,杏花邨,机场 / 港珠澳大桥香港口岸,2020-05-22T05:00:02+08:00
CTB,NA20,黃埔花園,Whampoa Garden,機場 / 港珠澳大橋香港口岸,Airport / HZMB Hong Kong Port,黄埔花园,机场 / 港珠澳大桥香港口岸,2020-05-22T05:00:02+08:00
CTB,NA21,機場 / 港珠澳大橋香港口岸,Airport / HZMB Hong Kong Port,大角咀 (海輝道),Tai Kok Tsui (Hoi Fai Road),机场 / 港珠澳大桥香港口岸,大角咀 (海辉道),2020-05-22T05:00:02+08:00
CTB,NA29,將軍澳 (寶琳),Tseung Kwan O (Po Lam),機場 / 港珠澳大橋香港口岸,Airport / HZMB Hong Kong Port,将军澳 (宝琳),机场 / 港珠澳大桥香港口岸,2020-05-22T05:00:02+08:00
CTB,R11,迪士尼樂園,Disneyland,北角碼頭,North Point Ferry Pier,迪士尼乐园,北角码头,2020-05-22T05:00:02+08:00
CTB,R22,迪士尼樂園,Disneyland,油塘,Yau Tong,迪士尼乐园,油塘,2020-05-22T05:00:02+08:00
CTB,R307,大埔 (汀太路),Tai Po (Ting Tai Road),銅鑼灣 (維多利亞公園),Causeway Bay (Victoria Park),大埔 (汀太路),铜锣湾 (维多利亚公园),2020-05-22T05:00:02+08:00
CTB,R678,上水,Sheung Shui,銅鑼灣 (維多利亞公園),Causeway Bay (Victoria Park),上水,铜锣湾 (维多利亚公园),2020-05-22T05:00:02+08:00
CTB,R8,迪士尼樂園,Disneyland,青嶼幹線繳費廣場,Lantau Link Toll Plaza,迪士尼乐园,青屿干线缴费广场,2020-05-22T05:00:02+08:00
CTB,R930,荃灣 (愉景新城),Tsuen Wan (Discovery Park),銅鑼灣 (維多利亞公園),Causeway Bay (Victoria Park),荃湾 (愉景新城),铜锣湾 (维多利亚公园),2020-05-22T05:00:02+08:00
CTB,R962,屯門 (龍門居),Tuen Mun (Lung Mun Oasis),銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),屯门 (龙门居),铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,R969,天水圍市中心,Tin Shui Wai Town Centre,銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace),天水围市中心,铜锣湾 (摩顿台),2020-05-22T05:00:02+08:00
CTB,S1,東涌站,Tung Chung Station,機場 (一號客運大樓／博覽館),Airport (Passenger Terminal 1 / AsiaWorld-Expo),东涌站,机场 (一号客运大楼／博览馆),2020-05-22T05:00:02+08:00
CTB,S52,東涌 (逸東邨),Tung Chung (Yat Tung Estate),飛機維修區,Aircraft Maintenance Area,东涌 (逸东邨),飞机维修区,2020-05-22T05:00:02+08:00
CTB,S52A,東涌北,Tung Chung North,飛機維修區,Aircraft Maintenance Area,东涌北,飞机维修区,2020-05-22T05:00:02+08:00
CTB,S52P,東涌 (逸東邨),Tung Chung (Yat Tung Estate),駿坪路 (亞洲空運中心),Chun Ping Road (Asia Airfreight Terminal),东涌 (逸东邨),骏坪路 (亚洲空运中心),2020-05-22T05:00:02+08:00
CTB,S56,東涌站,Tung Chung Station,機場 (一號客運大樓),Airport (Passenger Terminal 1),东涌站,机场 (一号客运大楼),2020-05-22T05:00:02+08:00
CTB,W1,金鐘(西),Admiralty (West),高鐵西九龍站,High Speed Rail West Kowloon Station,金钟(西),高铁西九龙站,2020-05-22T05:00:02+08:00
CTB,X1,東涌站,Tung Chung Station,機場博覽館,AsiaWorld-Expo,东涌站,机场博览馆,2020-05-22T05:00:02+08:00
CTB,X962,中環 (香港站),Central (Hong Kong Station),屯門 (龍門居),Tuen Mun (Lung Mun Oasis),中环 (香港站),屯门 (龙门居),2020-05-22T05:00:02+08:00
